#FILE:                       ,R30B70D28; 13-1-2025.ngb-ds3       ,,,,,,
#FORMAT:                     ,NETZSCH5                           ,,,,,,
#IDENTITY:                   ,Geopolymere paste                  ,,,,,,
#DECIMAL:                    ,POINT                              ,,,,,,
#SEPARATOR:                  ,COMMA                              ,,,,,,
#MTYPE:                      ,DSC                                ,,,,,,
#INSTRUMENT:                 ,Microlab TU Delft                  ,,,,,,
#PROJECT:                    ,                                   ,,,,,,
#DATE/TIME:                  ,13/01/2025 12:57:40 PM             ,,,,,,
#CORR. FILE:                 ,Blank with cover; 13-1-2025.ngb-bs3,,,,,,
#LABORATORY:                 ,TU Delft Micro Lab                 ,,,,,,
#OPERATOR:                   ,Ahmed                              ,,,,,,
#REMARK:                     ,under Argon atmosphere, 10K/min    ,,,,,
#SAMPLE:                     ,R30B70D28;13-1-2025                ,,,,,,
#SAMPLE MASS /mg:            ,55,,,,,,
#MATERIAL:                   ,Geopolymer paste                   ,,,,,,
#REFERENCE:                  ,blank                              ,,,,,,
#REFERENCE MASS /mg:         ,0,,,,,,
#TYPE OF CRUCIBLE:           ,DSC/TG pan Al2O3                   ,,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,,
#CORR. CODE:                 ,20,,,,,,
#EXO:                        ,-1,,,,,,
#RANGE:                      ,40/10.0(K/min)/1000                ,,,,,,
#SEGMENT:                    ,S2/2                               ,,,,,,
,,,,,,,
##Temp./øC,Time/min,DSC/(mW/mg),Mass/%,Gas Flow(purge1)/(ml/min),Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),Sensit./(uV/mW)
625.44299,73.7975,-0.8452,73.12364,50,0.00E+00,20,0.63472
625.48602,73.8025,-0.84532,73.12364,50,0.00E+00,20,0.6347
625.53497,73.8075,-0.84555,73.12364,50,0.00E+00,20,0.63468
625.58698,73.8125,-0.84574,73.12364,50,0.00E+00,20,0.63465
625.633,73.8175,-0.84567,73.12364,50,0.00E+00,20,0.63462
625.68103,73.8225,-0.84555,73.12182,50,0.00E+00,20,0.6346
625.72998,73.8275,-0.84521,73.12182,50,0.00E+00,20,0.63457
625.78497,73.8325,-0.84543,73.12182,50,0.00E+00,20,0.63454
625.836,73.8375,-0.8454,73.12182,50,0.00E+00,20,0.63451
625.88098,73.8425,-0.84567,73.12,50,0.00E+00,20,0.63449
625.93201,73.8475,-0.84566,73.12,50,0.00E+00,20,0.63446
625.979,73.8525,-0.84546,73.12,50,0.00E+00,20,0.63444
626.03497,73.8575,-0.84547,73.12,50,0.00E+00,20,0.63441
626.09198,73.8625,-0.84554,73.12,50,0.00E+00,20,0.63438
626.12903,73.8675,-0.84535,73.11818,50,0.00E+00,20,0.63436
626.18402,73.8725,-0.84569,73.11818,50,0.00E+00,20,0.63433
626.229,73.8775,-0.84544,73.11818,50,0.00E+00,20,0.6343
626.28699,73.8825,-0.84552,73.11818,50,0.00E+00,20,0.63427
626.328,73.8875,-0.84536,73.11636,50,0.00E+00,20,0.63425
626.38397,73.8925,-0.84559,73.11636,50,0.00E+00,20,0.63422
626.43402,73.8975,-0.84572,73.11636,50,0.00E+00,20,0.63419
626.48901,73.9025,-0.8453,73.11636,50,0.00E+00,20,0.63416
626.534,73.9075,-0.84548,73.11636,50,0.00E+00,20,0.63414
626.58698,73.9125,-0.84528,73.11636,50,0.00E+00,20,0.63411
626.646,73.9175,-0.84534,73.11455,50,0.00E+00,20,0.63408
626.69,73.9225,-0.84513,73.11455,50,0.00E+00,20,0.63405
626.73901,73.9275,-0.84528,73.11455,50,0.00E+00,20,0.63403
626.78497,73.9325,-0.84479,73.11455,50,0.00E+00,20,0.634
626.836,73.9375,-0.845,73.11455,50,0.00E+00,20,0.63398
626.88501,73.9425,-0.84547,73.11455,50,0.00E+00,20,0.63395
626.93402,73.9475,-0.845,73.11091,50,0.00E+00,20,0.63392
626.97803,73.9525,-0.84497,73.11091,50,0.00E+00,20,0.6339
627.03497,73.9575,-0.84481,73.11091,50,0.00E+00,20,0.63387
627.07501,73.9625,-0.84486,73.11091,50,0.00E+00,20,0.63385
627.138,73.9675,-0.84486,73.11091,50,0.00E+00,20,0.63381
627.17902,73.9725,-0.84513,73.11091,50,0.00E+00,20,0.63379
627.22699,73.9775,-0.8451,73.11091,50,0.00E+00,20,0.63377
627.28497,73.9825,-0.84475,73.11091,50,0.00E+00,20,0.63374
627.33801,73.9875,-0.84485,73.11091,50,0.00E+00,20,0.63371
627.38599,73.9925,-0.84504,73.11091,50,0.00E+00,20,0.63368
627.435,73.9975,-0.84494,73.11091,50,0.00E+00,20,0.63365
627.492,74.0025,-0.8447,73.11091,50,0.00E+00,20,0.63362
627.53802,74.0075,-0.84476,73.10727,50,0.00E+00,20,0.6336
627.58002,74.0125,-0.84511,73.10727,50,0.00E+00,20,0.63358
627.62097,74.0175,-0.8449,73.10727,50,0.00E+00,20,0.63356
627.67499,74.0225,-0.84477,73.10727,50,0.00E+00,20,0.63353
627.73102,74.0275,-0.84459,73.10727,50,0.00E+00,20,0.6335
627.776,74.0325,-0.84462,73.10727,50,0.00E+00,20,0.63347
627.823,74.0375,-0.84459,73.10727,50,0.00E+00,20,0.63345
627.88397,74.0425,-0.84448,73.10727,50,0.00E+00,20,0.63341
627.92999,74.0475,-0.84453,73.10727,50,0.00E+00,20,0.63339
627.98499,74.0525,-0.84444,73.10727,50,0.00E+00,20,0.63336
628.03101,74.0575,-0.84469,73.10727,50,0.00E+00,20,0.63334
628.08801,74.0625,-0.84449,73.10727,50,0.00E+00,20,0.63331
628.117,74.0675,-0.84462,73.10727,50,0.00E+00,20,0.63329
628.17902,74.0725,-0.8446,73.10364,50,0.00E+00,20,0.63326
628.22601,74.0775,-0.84433,73.10364,50,0.00E+00,20,0.63323
628.28101,74.0825,-0.84461,73.10364,50,0.00E+00,20,0.6332
628.32501,74.0875,-0.84442,73.10364,50,0.00E+00,20,0.63318
628.37799,74.0925,-0.84437,73.10364,50,0.00E+00,20,0.63315
628.42798,74.0975,-0.84419,73.10364,50,0.00E+00,20,0.63312
628.47101,74.1025,-0.84459,73.10364,50,0.00E+00,20,0.6331
628.52399,74.1075,-0.84428,73.10364,50,0.00E+00,20,0.63307
628.57599,74.1125,-0.84436,73.10364,50,0.00E+00,20,0.63304
628.617,74.1175,-0.84467,73.1,50,0.00E+00,20,0.63302
628.66101,74.1225,-0.84464,73.1,50,0.00E+00,20,0.633
628.71002,74.1275,-0.84443,73.1,50,0.00E+00,20,0.63297
628.76202,74.1325,-0.84462,73.1,50,0.00E+00,20,0.63294
628.81702,74.1375,-0.84453,73.09818,50,0.00E+00,20,0.63292
628.86603,74.1425,-0.84456,73.09818,50,0.00E+00,20,0.63289
628.91602,74.1475,-0.84436,73.09818,50,0.00E+00,20,0.63286
628.97101,74.1525,-0.84427,73.09818,50,0.00E+00,20,0.63283
629.01202,74.1575,-0.84423,73.09818,50,0.00E+00,20,0.63281
629.06598,74.1625,-0.84418,73.09636,50,0.00E+00,20,0.63278
629.11603,74.1675,-0.84413,73.09636,50,0.00E+00,20,0.63276
629.16803,74.1725,-0.84406,73.09636,50,0.00E+00,20,0.63273
629.20898,74.1775,-0.84417,73.09636,50,0.00E+00,20,0.63271
629.258,74.1825,-0.84408,73.09636,50,0.00E+00,20,0.63268
629.31799,74.1875,-0.84416,73.09455,50,0.00E+00,20,0.63265
629.36603,74.1925,-0.84404,73.09455,50,0.00E+00,20,0.63262
629.414,74.1975,-0.8441,73.09455,50,0.00E+00,20,0.6326
629.45801,74.2025,-0.84385,73.09455,50,0.00E+00,20,0.63257
629.51099,74.2075,-0.84388,73.09273,50,0.00E+00,20,0.63255
629.56299,74.2125,-0.84385,73.09273,50,0.00E+00,20,0.63252
629.604,74.2175,-0.84412,73.09273,50,0.00E+00,20,0.6325
629.65698,74.2225,-0.84412,73.09273,50,0.00E+00,20,0.63247
629.716,74.2275,-0.84398,73.08909,50,0.00E+00,20,0.63244
629.75299,74.2325,-0.84421,73.08909,50,0.00E+00,20,0.63242
629.80298,74.2375,-0.84418,73.08909,50,0.00E+00,20,0.63239
629.85901,74.2425,-0.84409,73.08909,50,0.00E+00,20,0.63236
629.91302,74.2475,-0.84443,73.08909,50,0.00E+00,20,0.63233
629.95398,74.2525,-0.84455,73.08909,50,0.00E+00,20,0.63231
630.01398,74.2575,-0.84459,73.08909,50,0.00E+00,20,0.63228
630.06598,74.2625,-0.84452,73.08909,50,0.00E+00,20,0.63225
630.11603,74.2675,-0.84451,73.08909,50,0.00E+00,20,0.63222
630.16901,74.2725,-0.84459,73.08909,50,0.00E+00,20,0.63219
630.20398,74.2775,-0.84431,73.08909,50,0.00E+00,20,0.63218
630.263,74.2825,-0.84468,73.08909,50,0.00E+00,20,0.63214
630.30902,74.2875,-0.84445,73.08545,50,0.00E+00,20,0.63212
630.36401,74.2925,-0.84445,73.08545,50,0.00E+00,20,0.63209
630.41101,74.2975,-0.84452,73.08545,50,0.00E+00,20,0.63207
630.466,74.3025,-0.84436,73.08545,50,0.00E+00,20,0.63204
630.50403,74.3075,-0.84426,73.08545,50,0.00E+00,20,0.63202
630.56299,74.3125,-0.84419,73.08545,50,0.00E+00,20,0.63199
630.61298,74.3175,-0.84456,73.08545,50,0.00E+00,20,0.63196
630.65503,74.3225,-0.84415,73.08545,50,0.00E+00,20,0.63194
630.71198,74.3275,-0.84458,73.08545,50,0.00E+00,20,0.63191
630.76001,74.3325,-0.84431,73.08545,50,0.00E+00,20,0.63188
630.79401,74.3375,-0.84427,73.08545,50,0.00E+00,20,0.63186
630.85602,74.3425,-0.84451,73.08545,50,0.00E+00,20,0.63183
630.91101,74.3475,-0.84418,73.08545,50,0.00E+00,20,0.6318
630.96002,74.3525,-0.8445,73.08182,50,0.00E+00,20,0.63177
631.008,74.3575,-0.84468,73.08182,50,0.00E+00,20,0.63175
631.05402,74.3625,-0.8448,73.08182,50,0.00E+00,20,0.63172
631.10101,74.3675,-0.84484,73.08182,50,0.00E+00,20,0.6317
631.15802,74.3725,-0.8445,73.08182,50,0.00E+00,20,0.63167
631.20697,74.3775,-0.8445,73.08182,50,0.00E+00,20,0.63164
631.25299,74.3825,-0.84475,73.08182,50,0.00E+00,20,0.63162
631.302,74.3875,-0.84467,73.08182,50,0.00E+00,20,0.63159
631.34802,74.3925,-0.84477,73.08182,50,0.00E+00,20,0.63157
631.40802,74.3975,-0.84523,73.08182,50,0.00E+00,20,0.63154
631.46301,74.4025,-0.84514,73.08182,50,0.00E+00,20,0.63151
631.51501,74.4075,-0.84509,73.08182,50,0.00E+00,20,0.63148
631.55103,74.4125,-0.84503,73.07818,50,0.00E+00,20,0.63146
631.60699,74.4175,-0.84498,73.07818,50,0.00E+00,20,0.63143
631.65802,74.4225,-0.84517,73.07818,50,0.00E+00,20,0.6314
631.71301,74.4275,-0.84512,73.07818,50,0.00E+00,20,0.63137
631.755,74.4325,-0.84495,73.07636,50,0.00E+00,20,0.63135
631.80902,74.4375,-0.84523,73.07636,50,0.00E+00,20,0.63132
631.84998,74.4425,-0.8453,73.07636,50,0.00E+00,20,0.6313
631.896,74.4475,-0.84509,73.07636,50,0.00E+00,20,0.63128
631.95599,74.4525,-0.84549,73.07636,50,0.00E+00,20,0.63125
632.008,74.4575,-0.84533,73.07455,50,0.00E+00,20,0.63122
632.05499,74.4625,-0.84554,73.07455,50,0.00E+00,20,0.63119
632.11401,74.4675,-0.84556,73.07455,50,0.00E+00,20,0.63116
632.15302,74.4725,-0.84565,73.07455,50,0.00E+00,20,0.63114
632.20203,74.4775,-0.84514,73.07455,50,0.00E+00,20,0.63112
632.245,74.4825,-0.84556,73.07455,50,0.00E+00,20,0.63109
632.29303,74.4875,-0.84549,73.07273,50,0.00E+00,20,0.63107
632.349,74.4925,-0.84577,73.07273,50,0.00E+00,20,0.63104
632.40198,74.4975,-0.84565,73.07273,50,0.00E+00,20,0.63101
632.44202,74.5025,-0.84588,73.07273,50,0.00E+00,20,0.63099
632.49402,74.5075,-0.84583,73.07273,50,0.00E+00,20,0.63096
632.54797,74.5125,-0.84586,73.07273,50,0.00E+00,20,0.63093
632.604,74.5175,-0.84597,73.07091,50,0.00E+00,20,0.6309
632.64697,74.5225,-0.84569,73.07091,50,0.00E+00,20,0.63088
632.703,74.5275,-0.84597,73.07091,50,0.00E+00,20,0.63085
632.75299,74.5325,-0.84594,73.07091,50,0.00E+00,20,0.63082
632.797,74.5375,-0.84617,73.07091,50,0.00E+00,20,0.6308
632.849,74.5425,-0.8457,73.06727,50,0.00E+00,20,0.63077
632.89899,74.5475,-0.84605,73.06727,50,0.00E+00,20,0.63075
632.94299,74.5525,-0.84621,73.06727,50,0.00E+00,20,0.63072
633.005,74.5575,-0.84612,73.06727,50,0.00E+00,20,0.63069
633.05701,74.5625,-0.84614,73.06727,50,0.00E+00,20,0.63066
633.10797,74.5675,-0.84628,73.06727,50,0.00E+00,20,0.63064
633.15802,74.5725,-0.84647,73.06727,50,0.00E+00,20,0.63061
633.203,74.5775,-0.84651,73.06727,50,0.00E+00,20,0.63059
633.26202,74.5825,-0.84648,73.06727,50,0.00E+00,20,0.63055
633.29901,74.5875,-0.84653,73.06727,50,0.00E+00,20,0.63053
633.362,74.5925,-0.84668,73.06364,50,0.00E+00,20,0.6305
633.40698,74.5975,-0.84658,73.06364,50,0.00E+00,20,0.63048
633.46698,74.6025,-0.84671,73.06364,50,0.00E+00,20,0.63045
633.508,74.6075,-0.84668,73.06364,50,0.00E+00,20,0.63042
633.56598,74.6125,-0.84689,73.06364,50,0.00E+00,20,0.63039
633.60699,74.6175,-0.84677,73.06364,50,0.00E+00,20,0.63037
633.651,74.6225,-0.84689,73.06364,50,0.00E+00,20,0.63035
633.70099,74.6275,-0.84717,73.06364,50,0.00E+00,20,0.63032
633.74799,74.6325,-0.8472,73.06,50,0.00E+00,20,0.6303
633.79797,74.6375,-0.84697,73.06,50,0.00E+00,20,0.63027
633.85303,74.6425,-0.8473,73.06,50,0.00E+00,20,0.63024
633.89301,74.6475,-0.84704,73.06,50,0.00E+00,20,0.63022
633.94598,74.6525,-0.8469,73.06,50,0.00E+00,20,0.63019
634.01398,74.6575,-0.84726,73.05818,50,0.00E+00,20,0.63016
634.04498,74.6625,-0.84732,73.05818,50,0.00E+00,20,0.63014
634.104,74.6675,-0.84734,73.05818,50,0.00E+00,20,0.63011
634.14801,74.6725,-0.84748,73.05818,50,0.00E+00,20,0.63009
634.19598,74.6775,-0.84787,73.05818,50,0.00E+00,20,0.63006
634.245,74.6825,-0.84735,73.05818,50,0.00E+00,20,0.63004
634.29999,74.6875,-0.84746,73.05818,50,0.00E+00,20,0.63001
634.34802,74.6925,-0.84749,73.05636,50,0.00E+00,20,0.62998
634.396,74.6975,-0.84773,73.05636,50,0.00E+00,20,0.62996
634.45599,74.7025,-0.84759,73.05636,50,0.00E+00,20,0.62992
634.505,74.7075,-0.84765,73.05636,50,0.00E+00,20,0.6299
634.55103,74.7125,-0.84803,73.05636,50,0.00E+00,20,0.62987
634.60101,74.7175,-0.84767,73.05636,50,0.00E+00,20,0.62985
634.65198,74.7225,-0.8476,73.05636,50,0.00E+00,20,0.62982
634.71698,74.7275,-0.84791,73.05454,50,0.00E+00,20,0.62979
634.76099,74.7325,-0.84787,73.05454,50,0.00E+00,20,0.62976
634.81403,74.7375,-0.84837,73.05454,50,0.00E+00,20,0.62974
634.85901,74.7425,-0.84812,73.05454,50,0.00E+00,20,0.62971
634.90698,74.7475,-0.84804,73.05454,50,0.00E+00,20,0.62969
634.96198,74.7525,-0.84841,73.05273,50,0.00E+00,20,0.62966
635,74.7575,-0.84866,73.05273,50,0.00E+00,20,0.62964
635.06201,74.7625,-0.84846,73.05273,50,0.00E+00,20,0.62961
635.10999,74.7675,-0.84847,73.05273,50,0.00E+00,20,0.62958
635.15002,74.7725,-0.84839,73.05273,50,0.00E+00,20,0.62956
635.20801,74.7775,-0.84852,73.05091,50,0.00E+00,20,0.62953
635.258,74.7825,-0.8486,73.05091,50,0.00E+00,20,0.6295
635.30103,74.7875,-0.84863,73.05091,50,0.00E+00,20,0.62948
635.35699,74.7925,-0.84861,73.05091,50,0.00E+00,20,0.62945
635.39899,74.7975,-0.8489,73.04727,50,0.00E+00,20,0.62943
635.45898,74.8025,-0.84861,73.04727,50,0.00E+00,20,0.6294
635.513,74.8075,-0.84891,73.04727,50,0.00E+00,20,0.62937
635.552,74.8125,-0.84881,73.04727,50,0.00E+00,20,0.62935
635.60999,74.8175,-0.84887,73.04727,50,0.00E+00,20,0.62932
635.66101,74.8225,-0.84911,73.04727,50,0.00E+00,20,0.62929
635.71899,74.8275,-0.84902,73.04727,50,0.00E+00,20,0.62926
635.75897,74.8325,-0.84929,73.04364,50,0.00E+00,20,0.62924
635.80902,74.8375,-0.84893,73.04364,50,0.00E+00,20,0.62921
635.85101,74.8425,-0.84913,73.04364,50,0.00E+00,20,0.62919
635.91199,74.8475,-0.84926,73.04364,50,0.00E+00,20,0.62916
635.96698,74.8525,-0.84919,73.04364,50,0.00E+00,20,0.62913
636.01001,74.8575,-0.84929,73.04364,50,0.00E+00,20,0.62911
636.065,74.8625,-0.8495,73.04364,50,0.00E+00,20,0.62908
636.11298,74.8675,-0.84943,73.04364,50,0.00E+00,20,0.62905
636.15601,74.8725,-0.84937,73.04364,50,0.00E+00,20,0.62903
636.21503,74.8775,-0.84928,73.04364,50,0.00E+00,20,0.629
636.26001,74.8825,-0.84951,73.04364,50,0.00E+00,20,0.62898
636.315,74.8875,-0.84948,73.04,50,0.00E+00,20,0.62895
636.35797,74.8925,-0.84936,73.04,50,0.00E+00,20,0.62892
636.41302,74.8975,-0.849,73.04,50,0.00E+00,20,0.6289
636.45898,74.9025,-0.84923,73.04,50,0.00E+00,20,0.62887
636.51398,74.9075,-0.84925,73.04,50,0.00E+00,20,0.62884
636.55402,74.9125,-0.84943,73.04,50,0.00E+00,20,0.62882
636.59497,74.9175,-0.84935,73.04,50,0.00E+00,20,0.6288
636.65698,74.9225,-0.84944,73.04,50,0.00E+00,20,0.62877
636.71002,74.9275,-0.84943,73.04,50,0.00E+00,20,0.62874
636.75598,74.9325,-0.84971,73.04,50,0.00E+00,20,0.62872
636.81,74.9375,-0.84979,73.04,50,0.00E+00,20,0.62869
636.85303,74.9425,-0.84962,73.04,50,0.00E+00,20,0.62867
636.91803,74.9475,-0.84971,73.04,50,0.00E+00,20,0.62863
636.96399,74.9525,-0.84983,73.04,50,0.00E+00,20,0.62861
637.01099,74.9575,-0.84964,73.03636,50,0.00E+00,20,0.62858
637.06598,74.9625,-0.84979,73.03636,50,0.00E+00,20,0.62855
637.117,74.9675,-0.84979,73.03636,50,0.00E+00,20,0.62853
637.159,74.9725,-0.85001,73.03636,50,0.00E+00,20,0.62851
637.216,74.9775,-0.84988,73.03636,50,0.00E+00,20,0.62848
637.26801,74.9825,-0.84958,73.03636,50,0.00E+00,20,0.62845
637.31201,74.9875,-0.85003,73.03636,50,0.00E+00,20,0.62843
637.35999,74.9925,-0.84996,73.03455,50,0.00E+00,20,0.6284
637.41302,74.9975,-0.84975,73.03455,50,0.00E+00,20,0.62837
637.45898,75.0025,-0.8499,73.03455,50,0.00E+00,20,0.62835
637.51801,75.0075,-0.84974,73.03455,50,0.00E+00,20,0.62832
637.55798,75.0125,-0.84988,73.03455,50,0.00E+00,20,0.6283
637.61298,75.0175,-0.84976,73.03273,50,0.00E+00,20,0.62827
637.66498,75.0225,-0.85015,73.03273,50,0.00E+00,20,0.62824
637.716,75.0275,-0.85028,73.03273,50,0.00E+00,20,0.62821
637.763,75.0325,-0.85024,73.03273,50,0.00E+00,20,0.62819
637.80798,75.0375,-0.85027,73.03273,50,0.00E+00,20,0.62817
637.85699,75.0425,-0.85064,73.03091,50,0.00E+00,20,0.62814
637.91199,75.0475,-0.85068,73.03091,50,0.00E+00,20,0.62811
637.96002,75.0525,-0.85045,73.03091,50,0.00E+00,20,0.62809
638.01099,75.0575,-0.85059,73.03091,50,0.00E+00,20,0.62806
638.065,75.0625,-0.85057,73.02909,50,0.00E+00,20,0.62803
638.12598,75.0675,-0.85065,73.02909,50,0.00E+00,20,0.628
638.159,75.0725,-0.8505,73.02909,50,0.00E+00,20,0.62798
638.216,75.0775,-0.8505,73.02909,50,0.00E+00,20,0.62795
638.26501,75.0825,-0.851,73.02909,50,0.00E+00,20,0.62793
638.31299,75.0875,-0.85079,73.02727,50,0.00E+00,20,0.6279
638.36902,75.0925,-0.85078,73.02727,50,0.00E+00,20,0.62787
638.40997,75.0975,-0.85099,73.02727,50,0.00E+00,20,0.62785
638.466,75.1025,-0.85087,73.02727,50,0.00E+00,20,0.62782
638.526,75.1075,-0.85127,73.02727,50,0.00E+00,20,0.62779
638.56299,75.1125,-0.85121,73.02727,50,0.00E+00,20,0.62777
638.61499,75.1175,-0.85113,73.02364,50,0.00E+00,20,0.62774
638.66602,75.1225,-0.85121,73.02364,50,0.00E+00,20,0.62772
638.70898,75.1275,-0.85133,73.02364,50,0.00E+00,20,0.6277
638.76501,75.1325,-0.8515,73.02364,50,0.00E+00,20,0.62767
638.81403,75.1375,-0.85167,73.02364,50,0.00E+00,20,0.62764
638.85498,75.1425,-0.85157,73.02364,50,0.00E+00,20,0.62762
638.91302,75.1475,-0.85161,73.02364,50,0.00E+00,20,0.62759
638.95599,75.1525,-0.85159,73.02364,50,0.00E+00,20,0.62757
639.01898,75.1575,-0.85159,73.02,50,0.00E+00,20,0.62753
639.065,75.1625,-0.85172,73.02,50,0.00E+00,20,0.62751
639.11798,75.1675,-0.85184,73.02,50,0.00E+00,20,0.62748
639.16803,75.1725,-0.85203,73.02,50,0.00E+00,20,0.62746
639.22302,75.1775,-0.85207,73.02,50,0.00E+00,20,0.62743
639.26898,75.1825,-0.85175,73.02,50,0.00E+00,20,0.6274
639.31403,75.1875,-0.85207,73.02,50,0.00E+00,20,0.62738
639.37,75.1925,-0.85184,73.02,50,0.00E+00,20,0.62735
639.41699,75.1975,-0.85234,73.01636,50,0.00E+00,20,0.62733
639.47302,75.2025,-0.85254,73.01636,50,0.00E+00,20,0.6273
639.52002,75.2075,-0.8525,73.01636,50,0.00E+00,20,0.62727
639.57098,75.2125,-0.85238,73.01636,50,0.00E+00,20,0.62725
639.63397,75.2175,-0.85236,73.01455,50,0.00E+00,20,0.62721
639.66602,75.2225,-0.85238,73.01455,50,0.00E+00,20,0.6272
639.71198,75.2275,-0.85286,73.01455,50,0.00E+00,20,0.62717
639.77698,75.2325,-0.85302,73.01273,50,0.00E+00,20,0.62714
639.81799,75.2375,-0.85313,73.01273,50,0.00E+00,20,0.62712
639.87097,75.2425,-0.85304,73.01273,50,0.00E+00,20,0.62709
639.90503,75.2475,-0.85337,73.01273,50,0.00E+00,20,0.62707
639.95502,75.2525,-0.8533,73.01273,50,0.00E+00,20,0.62705
640.01501,75.2575,-0.85343,73.01091,50,0.00E+00,20,0.62702
640.05701,75.2625,-0.85352,73.01091,50,0.00E+00,20,0.62699
640.112,75.2675,-0.85345,73.01091,50,0.00E+00,20,0.62696
640.16803,75.2725,-0.85371,73.01091,50,0.00E+00,20,0.62694
640.22498,75.2775,-0.85375,73.01091,50,0.00E+00,20,0.62691
640.26703,75.2825,-0.85369,73.01091,50,0.00E+00,20,0.62688
640.32397,75.2875,-0.85382,73.01091,50,0.00E+00,20,0.62685
640.37299,75.2925,-0.85395,73.00909,50,0.00E+00,20,0.62683
640.42401,75.2975,-0.85389,73.00909,50,0.00E+00,20,0.6268
640.46997,75.3025,-0.85386,73.00909,50,0.00E+00,20,0.62678
640.51599,75.3075,-0.85378,73.00909,50,0.00E+00,20,0.62675
640.57098,75.3125,-0.85395,73.00909,50,0.00E+00,20,0.62673
640.61603,75.3175,-0.85412,73.00909,50,0.00E+00,20,0.6267
640.664,75.3225,-0.85428,73.00545,50,0.00E+00,20,0.62668
640.70801,75.3275,-0.85418,73.00545,50,0.00E+00,20,0.62666
640.76898,75.3325,-0.85449,73.00545,50,0.00E+00,20,0.62662
640.81201,75.3375,-0.85459,73.00545,50,0.00E+00,20,0.6266
640.85999,75.3425,-0.85453,73.00545,50,0.00E+00,20,0.62658
640.91302,75.3475,-0.85428,73.00545,50,0.00E+00,20,0.62655
640.96301,75.3525,-0.85459,73.00545,50,0.00E+00,20,0.62652
641.005,75.3575,-0.85453,73.00909,50,0.00E+00,20,0.6265
641.06299,75.3625,-0.8547,73.00909,50,0.00E+00,20,0.62647
641.11401,75.3675,-0.85447,73.00545,50,0.00E+00,20,0.62644
641.16699,75.3725,-0.85462,73.00545,50,0.00E+00,20,0.62642
641.21997,75.3775,-0.85443,73.00545,50,0.00E+00,20,0.62639
641.26898,75.3825,-0.85482,73.00545,50,0.00E+00,20,0.62636
641.32098,75.3875,-0.85477,73.00545,50,0.00E+00,20,0.62634
641.367,75.3925,-0.85463,73.00545,50,0.00E+00,20,0.62631
641.42297,75.3975,-0.85438,73.00545,50,0.00E+00,20,0.62628
641.46301,75.4025,-0.85454,73.00545,50,0.00E+00,20,0.62626
641.52301,75.4075,-0.85447,73.00545,50,0.00E+00,20,0.62623
641.56702,75.4125,-0.85461,73.00545,50,0.00E+00,20,0.62621
641.62402,75.4175,-0.8549,73.00545,50,0.00E+00,20,0.62618
641.66498,75.4225,-0.85497,73.00182,50,0.00E+00,20,0.62616
641.71698,75.4275,-0.85503,73.00182,50,0.00E+00,20,0.62613
641.76599,75.4325,-0.85469,73.00182,50,0.00E+00,20,0.62611
641.81799,75.4375,-0.85486,73.00182,50,0.00E+00,20,0.62608
641.86603,75.4425,-0.85451,73.00182,50,0.00E+00,20,0.62606
641.91199,75.4475,-0.85459,73,50,0.00E+00,20,0.62603
641.95801,75.4525,-0.85473,73,50,0.00E+00,20,0.62601
642.01599,75.4575,-0.85458,73,50,0.00E+00,20,0.62598
642.06403,75.4625,-0.85465,73,50,0.00E+00,20,0.62595
642.11298,75.4675,-0.85484,73,50,0.00E+00,20,0.62593
642.16101,75.4725,-0.85503,73,50,0.00E+00,20,0.6259
642.21802,75.4775,-0.85474,72.99818,50,0.00E+00,20,0.62587
642.25897,75.4825,-0.8549,72.99818,50,0.00E+00,20,0.62585
642.30798,75.4875,-0.85485,72.99818,50,0.00E+00,20,0.62583
642.36102,75.4925,-0.85478,72.99818,50,0.00E+00,20,0.6258
642.41901,75.4975,-0.85475,72.99818,50,0.00E+00,20,0.62577
642.47101,75.5025,-0.8551,72.99818,50,0.00E+00,20,0.62574
642.52002,75.5075,-0.85504,72.99636,50,0.00E+00,20,0.62572
642.565,75.5125,-0.85494,72.99636,50,0.00E+00,20,0.62569
642.62,75.5175,-0.85494,72.99636,50,0.00E+00,20,0.62567
642.66101,75.5225,-0.85477,72.99636,50,0.00E+00,20,0.62564
642.71301,75.5275,-0.85478,72.99636,50,0.00E+00,20,0.62562
642.76703,75.5325,-0.85477,72.99636,50,0.00E+00,20,0.62559
642.81201,75.5375,-0.85516,72.99454,50,0.00E+00,20,0.62557
642.86603,75.5425,-0.855,72.99454,50,0.00E+00,20,0.62554
642.91199,75.5475,-0.85494,72.99454,50,0.00E+00,20,0.62551
642.96698,75.5525,-0.85512,72.99454,50,0.00E+00,20,0.62549
643.01202,75.5575,-0.8549,72.99454,50,0.00E+00,20,0.62546
643.05103,75.5625,-0.85515,72.99273,50,0.00E+00,20,0.62544
643.11298,75.5675,-0.85531,72.99273,50,0.00E+00,20,0.62541
643.16699,75.5725,-0.85512,72.99273,50,0.00E+00,20,0.62538
643.21997,75.5775,-0.85532,72.99273,50,0.00E+00,20,0.62536
643.25897,75.5825,-0.85505,72.99273,50,0.00E+00,20,0.62534
643.31403,75.5875,-0.85512,72.99273,50,0.00E+00,20,0.62531
